Word,Definition
διαγιγνώσκω,"know one from the other, distinguish, discern,"
διαγλαύσσω,"shine brightly,"
διαγλύφω,"scoop out,"
διαγνώμη,"decree, resolution,"
διαγνώμων,"distinguishing,"
διαγορεύω,"declare, state explicitly,"
διαγράφω,"mark out by lines, delineate,"
διαγραφή,"delineation,"
διαγρυπνέω,"lie awake,"
διαγωνίζομαι,"contend, struggle against,"
διαίνω,"wet, moisten,"
διαίρεσις,"divisibility,"
διαίρω,"raise up, lift up,"
διαίσσω,to rush
διαινέω,"decree, resolve,"
διαιρέτης,"divider, distributor,"
διαιρέω,"take apart, cleave in twain, divide,"
διαιρετός,"divided, separated,"
διαισθάνομαι,"perceive distinctly, distinguish,"
διαιτάω,"treat,"
διαιτέω,"turn by entreaty,"
διαιτητής,"arbitrator, umpire,"
διακαίω,"burn through, heat to excess,"
διακαλύπτω,"reveal,"
διακαθαίρω,"purge thoroughly,"
διακαρτερέω,"endure to the end,"
διακαυνιάζω,"determine by lot,"
διακέομαι,"repair,"
διακεάζω,"cleave asunder,"
διακείρω,"cut through,"
διακελεύομαι,"exhort, give orders, direct,"
διακινδυνεύω,"run all risks, make a desperate attempt,"
διακινέω,"move slightly,"
διακλάω,"break in twain,"
διακλήρωσις,"allotment, apportionment,"
διακληρόω,"assign by lot, allot,"
διακλύζω,"wash, wash out,"
διακναίω,scrape
διακόνιον,"cake,"
διακόπτω,"cut in two, cut through,"
διακόσιοι,"two hundred,"
διακομίζω,to carry over
διακονέω,"minister, do service,"
διακονία,"service,"
διακονικός,"serviceable,"
διακορκορυγέω,"rumble through,"
διακοσμέω,"divide and marshal, muster, array,"
διακούω,hear out
διακράζω,"have a screaming-match,"
διακρατέω,"hold fast, control,"
διακρίνω,"separate one from another,"
διακριδόν,"eminently,"
διακρούω,knock
διακύπτω,stoop and creep through
διακώλυσις,"hindering, preventing,"
διακωλύω,"hinder, prevent,"
διακωμῳδέω,to satirise
διαλάμπω,"shine through,"
διαλαβή,"seizing by the middle,"
διαλαγχάνω,divide
διαλακέω,"crack asunder, burst,"
διαλαλέω,"talk with,"
διαλαμβάνω,take
διαλανθάνω,Acut.(Sp.).
διαλέγω,"pick out,"
διαλείπω,"leave an interval between,"
διαλείχω,"lick clean,"
διαλεκτικός,"conversational,"
διαλεπτολογέομαι,"discourse subtly, 'chop logic',"
διαλφιτόω,"to fill full of barley meal,"
διαλγής,"grievous,"
διαλλάσσω,"interchange,"
διαλλαγή,"interchange,"
διαλλακτήρ,"mediator,"
διαλλακτήριος,"mediating, conciliating,"
διαλογή,"estimate, enumeration,"
διαλογίζομαι,"balance accounts,"
διαλογισμός,"balancing of accounts,"
διαλύω,"loose one from another, part asunder,"
διαλυμαίνομαι,"maltreat shamefully,"
διαλυτικός,"able to sever,"
διαμάσσω,"bake to a turn,"
διαμάω,"to cut through,"
διαμάχομαι,"fight, contend,"
διαμαθύνω,"grind to powder, utterly destroy,"
διαμαρτάνω,"miss entirely, go quite astray from,"
διαμαρτύρομαι,"call gods and men to witness, protest solemnly,"
διαμασάομαι,"chew up,"
διαμαστροπεύω,pander
διαμέλλω,to be always going
διαμένω,"continue, persist,"
διαμείβω,"exchange,"
διαμερίζω,"divide,"
διαμετρέω,"measure through, measure out"
διαμφίδιος,"utterly different,"
διαμηρίζω,"femora diducere, inire,"
διαμηχανάομαι,"bring about, contrive,"
διαμμοιρηδά,"dividing in twain,"
διαμνημονεύω,"remember distinctly,"
διαμοιράω,"divide, rend asunder,"
διαμπάξ,"right through, through andthrough,"
διαμπερές,"through and through, right through,"
διαμπερής,"piercing,"
διαμυδαλέος,"drenching,"
διαμυθολογέω,"communicate by word of mouth, express in speech,"
διανάω,"flow through, percolate,"
διαναγιγνώσκω,"read through,"
διαναπαύομαι,to rest awhile
διαναυμαχέω,"maintain a sea-fight,"
διανέμησις,"distribution,"
διανέμω,in D.
διανέω,"swim across,"
διανεμόομαι,"flutter in the wind,"
διανήχομαι,"penetrate,"
διανίσταμαι,"to stand aloof from, depart from"
διανιάομαι,"grieve sorely,"
διανόημα,"thought, notion,"
διανοέομαι,"to be minded, intend, purpose"
διανοέω,"have in mind,"
διανοίγω,"lay open,"
διανομεύς,"distributor,"
διανομή,"distribution,"
διανθίζω,"adorn with flowers,"
διανταῖος,"extending throughout,"
διαντλέω,"drain, exhaust"
διαντός,"capable of being wetted,"
διανύω,"bring quite to an end, accomplish, finish,"
διανυκτερεύω,"pass the night,"
διαπάλλω,"brandish,"
διαπάσσω,"sprinkle,"
διαπαίζω,"jest,"
διαπαλαίω,"continue wrestling,"
διαπασσαλεύω,"stretch out by nailing the extremities,"
διαπέμπω,"send off in different directions,"
διαπέταμαι,to fly through
διαπείρω,"drive through,"
διαπειλέω,"threaten violently,"
διαπεινάω,"hunger one against the other, have a starving-match,"
διαπειράομαι,make trial
διαπειράζω,"tempt, make trial of,"
διαπεράω,go over
διαπεραίνω,"bring to a conclusion,"
διαπετής,"spread out, unfolded, open,"
διαπήγνυμι,fix
διαπηδάω,"leap across,"
διαπίμπλαμαι,to be quite full of
διαπίπτω,"fall through,"
διαπιπράσκω,"sell off,"
διαπιστεύω,entrust to
διαπλάσσω,"form, mould,"
διαπλέκω,"weave, plait,"
διαπλέω,sail through
διαπλήσσω,"break in pieces, split, cleave,"
διαπλόω,"unfold,"
διαπνέω,"blow through,"
διαπνοή,"outlet, vent for the wind,"
διαπόντιος,"beyond sea,"
διαποικίλλω,"variegate, adorn with variety,"
διαπολεμέω,"carry a war through,"
διαπολιτεύομαι,"to be a political rival,"
διαπομπή,"interchange of messages, negotiation,"
διαπονέω,"work out with labour, elaborate,"
διαπορέω,"to be quite at a loss, to be in doubt"
διαπορεύω,"carry over, conduct through,"
διαπορθέω,"to be utterly ruined,"
διαπορθμεύω,carry over
διαπράσσω,"pass over,"
διαπρέπω,appear prominent
διαπρεπής,"distinguished,"
διαπρεσβεύομαι,"send embassies,"
διαπρίω,"saw through, saw asunder,"
διαπρό,right through
διαπρύσιος,"going through, piercing,"
διαπτοέω,"scare away, startle and scatter,"
διαπυνθάνομαι,"search out by questioning, findout,"
διαπυρόομαι,"set on fire,"
διαπυρόω,to set on fire
διαπυρσεύω,"communicate by beacon,"
διαθέω,"run about, run to and fro,"
διαθήκη,disposition
διαθλάω,"break in pieces,"
διαθρέω,"look closely into, examine closely,"
διαθροέω,"spread a report, give out,"
διαθρύπτω,"break in pieces,"
διαθρυλέω,"spread abroad,"
διαράομαι,"curse,"
διαράσσω,"strike through,"
διαριθμέω,"reckon up one by one, enumerate,"
διαρκέω,"suffice,"
διαρκής,"sufficient,"
διαρόω,"plough,"
διαρπάζω,"tear in pieces,"
διαρπαγή,"plundering,"
διαρθρόω,"divide by joints, articulate,"
διαρραγή,"tearing apart,"
διαρραίνομαι,to flow all ways
διαρραίω,"dash in pieces, destroy,"
διαρρέω,"flow through,"
διαρρήδην,"expressly, explicitly,"
διαρρήγνυμι,"break through,"
διαρρίπτω,"shoot through,"
διαρροθέω,to roar
διαρρύδαν,"flowing away, vanishing,"
διαρτάω,"suspend,"
διαρταμέω,"cut limb-meal,"
διασαλεύω,"shake violently,"
διασείω,"shake violently,"
διασφάξ,"any opening made by violence, rent,"
διασφάλλω,"overturn utterly,"
διασφαγή,"gap,"
διασήπομαι,"to putrefy, decay"
διασημαίνω,"mark out, point out clearly,"
διασκάπτω,"dig through,"
διασκανδικίζω,feed on chervil
διασκεδάννυμι,"scatter abroad, scatter to the winds,"
διασκεδάζω,disperse
διασκευάζω,"get ready, set in order,"
διασκηνόω,"pitch like tents at intervals,"
διασκίδνημι,"scatter, disperse;"
διασκοπέω,"look at in different ways, examine"
διασκορπίζω,"scatter abroad,"
διασμήχω,"rub well,"
διασοφίζομαι,"quibble like a sophist,"
διασπάω,"tear asunder,"
διασπαράσσω,"rend in pieces,"
διασπείρω,scatter
διασποδέω,"subigitare,"
διασπουδάζω,do zealously
διαστάζω,"leak,"
διασταδόν,"standing apart,"
διαστασιάζω,"form into separate factions,"
διασταυρόω,"cut off and fortify with a palisade,"
διαστέλλω,"put asunder, expand, separate,"
διαστίλβω,"gleam,"
διαστοιχίζομαι,"arrange for oneself regularly, regulate exactly,"
διαστρατηγέω,"assume the position of general,"
διαστρέφω,"turn different ways, twist about,"
διαστροφή,"twisting,"
διασύρω,"tear in pieces,"
διασῴζω,preserve through
διασχάζω,"open a vein,"
διασχίζω,"cleave asunder, sever,"
διατάσσω,appoint
διαταφρεύω,cut off
διαταλαντόομαι,"swing to and fro,"
διαταράσσω,"throw into confusion,"
διατέμνω,"cut through, cut in twain, dissever,"
διατείνω,"stretch to the uttermost,"
διατείχισμα,"place walled off and fortified,"
διατειχίζω,"cut off and fortify by a wall,"
διατεκμαίρομαι,"mark out, assign,"
διατελέω,"bring quite to an end, accomplish,"
διατελής,"continuous, incessant,"
διατετραίνω,"bore through,"
διατήκω,"melt, soften by heat,"
διατήρησις,"preservation,"
διατηρέω,"watch closely, observe,"
διατίθημι,arrange
διατινάσσω,"shake asunder, shake to pieces,"
διατμέω,"evaporate,"
διατμήγω,"cut in twain,"
διατομή,"cutting through, severance,"
διατορεύω,"engrave, chase,"
διατρέπω,"turn away, deter from"
διατρέω,"run trembling about, flee all ways,"
διατρέχω,run across
διατρίβω,"rub hard,"
διατριβή,"wearing away,"
διατριπτικός,"fit for bruising,"
διατροχάζω,"trot,"
διατρώγω,"gnaw through,"
διαττάω,"sift, riddle,"
διατυπόω,"form,"
διαύλιον,"an air on the flute in the interval of the choral song,"
διαυγάζω,"glance, shine through,"
διαυγέω,"dawn,"
διαυγής,"translucent,"
διαυλέω,accompany with a
διαχάσκω,"gape, yawn,"
διαχέω,"pour different ways, scatter,"
διαχείρισις,"management, administration,"
διαχειμάζω,"pass the winter,"
διαχειρίζω,"have in hand, conduct, manage,"
διαχειροτονία,choice between two
διαχράομαι,use constantly
διαχώρημα,"excrement,"
διαχώρησις,"excretion,"
διαχωρέω,"pass through,"
διαχωρίζω,"separate,"
διαψεύδω,"deceive,"
διαψήφισις,"voting by ballot,"
διαψηφίζομαι,to vote in order with ballots
διαψηφίζω,"put to the vote,"
διαζάω,"live through, pass,"
διαζέω,"boil through,"
διαζεύγνυμαι,"to be disjoined, separated, parted"
διαζώννυμι,"gird round, encircle, embrace,"
διαζωγραφέω,"paint in divers colours,"
διδάσκαλος,"teacher, master,"
διδάσκω,instruct
διδακτός,"taught, learnt,"
διδασκαλεῖον,"teaching-place, school,"
διδασκαλία,"teaching, instruction,"
διδασκαλικός,of
διδαχή,"teaching,"
διδυμάνωρ,"touching both the men,"
διδυμοτόκος,"producing twins,"
διέξειμι,"ibo) go out through,"
διέξοδος,"outlet, passage,"
διέκ,"out through,"
διέλκω,"tear asunder, open wide,"
διέπω,"manage, conduct,"
διέρπω,creep
διέρχομαι,"go through, pass through,"
διέχω,keep apart
διεξαγωγή,settlement
διεξέρχομαι,"go through, pass through,"
διεξελαύνω,"drive, ride, march through,"
διεξερέομαι,"question closely,"
διεξίημι,"let pass through,"
διείργω,"keep asunder, separate,"
διείρομαι,to question closely
διείρω,pass
διειδής,"transparent, clear,"
διειλέω,unroll
διειρύω,"draw across,"
διειρωνόξενος,"dissembling with one's guests, treacherous under the mask of hospitality,"
διεκδύομαι,"slip out through,"
διεκπαίω,break
διεκπεράω,"pass out through,"
διεκπλέω,"sail out through,"
διεκθέω,"run through, extend,"
διελαύνω,drive through
διελέγχω,"refute,"
διεμπολάω,sell to different buyers
διεντέρευμα,"looking through entrails,"
διεράω,"strain through,"
διερέθισμα,"provocation,"
διερέω,"wet, moisten,"
διερείδομαι,to lean upon
διερεθίζω,"provoke greatly,"
διερευνάω,"track down,"
διερίζω,"strive with one another,"
διερός,"active, alive,"
διερῶ,"say fully, distinctly, expressly,"
διερωτάω,"cross-question,"
διεσθίω,"eat through,"
διετής,of
διετήσιος,"lasting through the year,"
διευρύνω,"dilate,"
διευτυχέω,"continue prosperous,"
διφορέω,"to bear double,"
διφθέρα,"prepared hide, piece of leather,"
διφρεύω,"drive a chariot,"
διφρήλατος,"car-borne,"
διφρηλάτης,"charioteer,"
διφρηλατέω,"drive a chariot,"
διφροφόρος,carrying a camp-stool;
διφροφορέω,carry in a chair
διφυής,of double nature
